id;coments
475;O por de sol está sem dúvida entre os mais bonitos que já vi! Quem vai a Jalapão não pode deixar de conhecer estas Dunas. É muito inusitado encontra-la ali naquele ambiente. 
476;Ótimo local para apreciação do por do sol A paisagem vai mudando de cor e as fotos ficam lindas.Local com rio, paisagem e para relaxar.
477;è um dos locais mais visitados do Jalapão, principalmente ao entardecer, belas vistas ao seu redor, de todos os angulos, serras, montes, areias amarelhadas, flores , dunas, buritizais, riacho em volta, lagoa, etc. Para se chegar lá faz se uma pequena caminhada, que é melhor subir descalso a dunas.
478;Paisagem maravilhosa, de difícil acesso, mas a vista desse banco de areia, bos buritizais e do cerrado desértico compensam as distâncias. Recomendo!
479;O lugar é exuberante, a 35 KM de Mateiros, tem uma vista linda. Andamos 800 MT do Estacionamento até as Dunas de Areia. O carro tem que ser 4x4, pois tem muita área. Se não for 4x4 não vá. Contrate um guia local. Assim você garante seu passeio. 
480;Quem for ao Jalapão precisa ir nessa local, é imperdível! Lugar que encanta os olhos! Fotos lindas! Natureza riquíssima! 
481;Talvez a mais emblemática paisagem do JALAPÃO! Imperdível! Inesquecível! Paz Beleza e Harmonia é o que Vc encontra por aqui! Voltarei sem duvidas! Muito recomendo!
482;A preservação do lugar é um ponto a ser destacado. A cor laranja no meio do cerrado quebra a aridez do lugar e encanta ao mesmo tempo. Outro destino imperdível do parque.
483;Que coisa mais linda!! Espetáculo da natureza, tem que ser visitado sim, parada obrigatória. Fomos a tarde para ver o por do sol, porém tinha chovido antes e as nuvens não permitiram essa experiencia... Mas em pleno verão a areia estava geladinha. Acredito que em dias de sol a areia deve ser bem quente, aconselho ir calçado e com chapéu. A paisagem é demais, fotos extraordinárias.
484;Local para contemplação e ótimo para tirar fotografias. Acesso tranquilo. Lugar bem amplo e com vista para a Serra do Espírito Santo.
485;Formada com a erosão da Serra do Espírito Santo, chega aproximadamente  40 metros de altura na data de hoje. As cores alaranjadas se mescla ao mosaico de vegetação e lagos do cerrado ao redor. Lindo demais
486;O lugar é maravilhoso, a subida eu diria que num dia de muito sol, tem que subir bem na calma para evitar o cansaço.Areia que deixa os nossos pés nas alturas (aconselho caminhe descalço é muito relaxante).Chegando no topo a visão é divina, lindo de Viver.
487;É o ponto alta do Jalapão. Desde antes, ainda na estrada de acesso, com o visual da Chapada. Adentrando ao Parque, na primeira parada: a Lagoa dos Jacarés.Até o momento que, finalmente, começa à subida pelas dunas. É importante se atentar com as recomendações dos guias e das placas informativas (subida pelas laterais e não ultrapassar a linha de segurança). Soma-se ainda cuidado especial para com o horário, pelo limite de entrada e não correr o risco de perder o pôr-do-sol.Chegando ao topo, o visual é sensacional: chapada por todo o horizonte, imensidão de areia, córrego de água e uma paz interior absurda.Conselho: tirem todas as fotos possíveis antes do baixar do sol. Escolha seu cantinho especial e aprecie o silêncio, a boa energia e a paz que as dunas e o espetáculo do crepúsculo proporcionam.
488;"Para mim o lugar mais bonito da viagem e o melhor: único que não cobra entrada. Tem uma pequena trilha até chegar no \pé\"" das dunas que devem ser escaladas em local específico a fim de preservá-las.Visão apaixonante!!"""
489;Loca de beleza estonteante. Como tudo no Jalapão, por se tratar de NATUREZA, tem que se caminhar bastante. Mas é realmente IMPERDÍVEL.
490;Quem já esteve em dunas no litoral não consegue entender esse fenômeno no centro do Brasil. As dunas são de uma beleza ímpar. Montanhas de areia, vegetação do cerrado, lagoas formadas com a chuva. Fomos dois dias até às dunas, pois no primeiro não deu pôr do sol devido à chuva de verão. Voltamos num outro e aí sim deu certo. É emocionante ver o astro rei se despedindo de mais um dia com todas essa paisagem ao redor. Rende excelentes fotos. Para chegar até as dunas não paga, mas precisa fazer um cadastro na portaria e dali só segue pelos próximos 5 km com veículo 4x4. O carro fica num estacionamento e dali é à pé. 
491;Que lugar maravilhoso. Um encontro com a natureza. A paz que você precisa. Não há como ir no Jalapão e não conhecer as Dunas. O pôr do sol então nem se fala, perfeito. Até você chegar no local demora um pouco, mas vale muito a pena. E sem contar que o local é gratuito, não paga entrada. Dicas: 1) Leve água e alimentação. 2) Vá de chinelo. 3) Apenas carros 4x4. 4) Chegue até 17:00 para apreciar o pôr do sol. 5) O estabelecimento fecha às 18:00.
492;Simplesmente espetacular a visita no fim da tarde para assistir ao pôr do sol. Lugar tranquilo, acesso fácil, mas com algumas restrições para quem tem mobilidade reduzida.
493;Paisagem linda, principalmente no pôr-do-sol. A areia alaranjada, com os morros, o verde e a água, é uma combinação perfeita para fotos.
494;Tirando está única observação, de resto tudo muito lindo e muito legal! Você vê pessoas de todos os lugares e uma energia incrível (como em todos os pontos turísticos do jalapão).Leve uma toalha para se sentar e poder contemplar o por do sol, mesmo se tiver chuva não desanime, que fui em um dia chuvoso e na hora foi um espetáculo! Quem vai com com crianças só ter cuidado para ela não escorregar na ponta da duna, que é bem alta! 
495;As dunas são fantásticas para aproveitar com amigos, famílias ou em casal. Se der sorte de ver o por do sol ,prepare-se para focar emocionado 
496;Formações Naturais que vem se estruturando devido à erosão do Morro do Espirito Santo. Belas paisagens e apresentações fotográficas! Além de funcionarem também com um mirante para a região ao redor! 
497;Lugar lindo e encantador. Lá do topo das dunas é possível apreciar um pôr do sol incrível e uma vista magnífica do Jalapão. A areia das dunas é de tom avermelhado e é formada pela erosão da Serra do Espírito Santo (que fica ao lado). Assim como todos os atrativos do Jalapão, o acesso as dunas não é tão fácil, entretanto, é muuuuito compensador!
498;Realmente é muito incrível essa paisagem de deserto no meio do Cerrado o pôr do sol recompensa a subidinha!
499;Lindo passeio,caminha curta até o pé da Duna,subida suave e leve.Visual maravilhoso.Sentar em silêncio para reverenciar a Natureza,o momento requer introspecção e gratidão.Ponto alto da viagem juntamente com a a subida da Serra do Espírito Santo.Inclua no seu Roteiro.
500;Mais um lugar para apreciar o por do sol. não é permitido suvir ou descer pelo meio das dunas. tem um caminho específico para chegar ao topo delas
501;Chegar até as dunas já é uma ventura, muita estrada de terra com buracos e saliências que deixa teu pescoço endurecido, mas é um beira a vista das dunas e dos alagados ao redor vale a pena o sacrifício. Como fomos no feriado a duna ficou bem repleta de turistas , o ideal é chegar no mínimo uma hora antes do entardecer.
502;Linda paisagem, o contraste entre as dunas, as veredas, as águas, ... Passear pelas dunas, correr, pular, ... Pôr de sol espetacular.
503;As dunas do Jalapão são um atrativo muito interessante. Vale a pena o passeio. Normalmente os grupos se encontram no alto, pois todos querem ver o sol se pôr. Leve uma toalha para sentar sobre a areia e contemplar a natureza, um encontro de buritis, veredas, areia, água e sol. Opte por grupos pequenos.
504;Passeio imperdível no Jalapão.Chegue 1 hora antes do por do sol.Da entrada do parque na estrada principal até o estacionamento das dunas são 5km. Somente veículos 4x4 pois o trajeto é todo em areia.Fomos com veículo próprio e uma dica é ir sempre pelo caminho da esquerda (são várias bifurcações e cruzamento de pistas).Marca registrada do Jalapão
505;Fomos com a empresa cerrado dourado aproveitar o por do sol , simplesmente absurdamente maravilhoso ! Deus ajudou com um dia lindo , por do sol foi inesquecível ! Área de preservação qualquer coisa errada você toma multa e existem fiscais para isso , eu concordo totalmente . Vale a pena 
506;O melhor lugar para admirar o pôr do sol no Jalapão. A beleza desse local é indiscritível. E as cores que se misturam entre céu e dunas criam fotos PERFEITAS!!
507;Para quem for no Jalapão, este local sem dúvida é uma parada obrigatória! Ótimo lugar para fotos! Leve algum tipo de calçado pra não detonar o pé na areia quente
508;Vista espetacular e pôr-dó-sol sensacional! Recomendo ir com guia. Imperdível para quem vai no Jalapão!! 
509;Essa é uma atração que não pode faltar. Pegar o por do sol nesse lugar é de babar. A areia com uma cor laranja, o visual com aquele pequeno pântano em volta, dá uma sensação de oásis. Espetacular!
510;As dunas são paradisíacas, o pôr-do-sol é uma das coisas mais divinas que tive a oportunidade de ver. Vale a visita, fique atento ao horário que o sol se põe.
511;"Beleza surreal sobretudo se pegares um dia de sol e céu azul sem nuvens. Infelizmente a grande quantidade de turistas e a pouca atenção dos órgãos fiscalizadores poderão acabar com essa atração maravilhosa. Ao visitar as dunas procure erosionar o menos possível a areia, preserve o que a natureza levou milhares de anos para formar. A entrada à beira da estrada é controlada por agentes ambientais e é cobrada uma taxa de visitação. Dali até o estacionamento é um longo trecho caso queira ir a pé. Do estacionamento até as dunas tem uma caminhada pelo terreno alagadiço e muita vegetação, recomendo ir de sandália ou calçada que possa molhar; em torno de 10-15 até o topo da duna. Contemplar o pôr do sol lá de cima é uma experiência única, vale muuuuito a pena!!Mais"
512;As dunas são enormes e o visual lá em cima é deslumbrante.Melhor horário: por do sol.Se for de carro sem guia , cuidado na trilha da entrada e saída 
513;Um dos mais lindos por do sol que já assisti. O caminho para chegar até as dunas é bem complicado, mesmo para quem vai de 4x4. Mas vale muito a pena.
514;Lugar muito bonito para acompanhar o Pôr do Sol, onde se consegue tirar ótimas fotos. Até chegar as dunas, você irá caminhar uns 10 minutos até chegar na duna.Lembre-se de levar água.
515;Fizemos uma trilha rápida e tranquila até as dunas. Vimos um pôr do Sol incrível e com possibilidade de ótimas fotos e uma experiência singular. Contudo, os funcionários são apressados e impacientes para irem embora logo ao final do pôr do sol o que foi uma imagem negativa desse passeio.
516;Um espetáculo, por do Sol maravilhoso, muito lindo mesmo!!!Voltaremos novamente não tenha dúvidas!Encantos do Jalapão Expedições, muito obrigado por ter nos proporcionado uma excelente viagem, vcs está de parabéns!!!Foi tudibão!!!Kkkkk
517;Local bonito e preservado. Houve um incêndio que foi controlado com muito esforço pelos guardas. Parabéns aos guardas ambientais!
518;As Dunas são um local maravilhoso tanto pela formação como pelos arredores com palmeiras e água. O por do sol é muito bonito. 
519;Assistimos o sol dormir nas dunas e foi uma experiência fantástica. Um presente de Deus. Lugar para fazer fotos lindas e agradecer a Deus pelo privilégio de estar viva <3
520;É uma atração imperdível no Jalapão, não é muito fácil de acessar, após a entrada você anda por 5km de carro pela areia, se estiver por conta peça a orientação na portaria de qual a melhor rua a pegar pois algumas tem muita, muita areia e o carro pode atolar. Depois de estacionado o carro tem uma 700 m de caminhada até chegar no topo, normalmente as pessoas vão no pôr do sol, o que é incrível! Sugiro chegar às 17h na portaria pra poder aproveitar as dunas e assistir ao pôr do sol com bastante calma. 
521;"Dunas de coloração mais alaranjada devido à erosão do paredão de arenito mais à frente; local encantador, um oásis, lindo demais!!!"
522;Por do sol mais lindo da minha vida...e depois um gole no bar da tiazinha em frente ao parque. Super simpática 
523;Uma caminhada leve para as áreas das Dunas, área super preservada... para voces terem uma ideia em algumas áreas não podemos nem pisar para não afetar a beleza no local. Dica: Água
524;Que lugar fantástico! Que beleza natural incrível. Não percam a oportunidade de fazer esse passeio. O por do sol neste lugar é absolutamente fenomenal.
525;Chegar nesse lugar depois de ver tanta vegetação do cerrado é surreal a cor da Areia laranja adentrando na mata verde remete a um oásis.
526;Chegamos para apreciar o por do sol as 17:00h, o parque é aberto para visitação das 14:30h às 17:30h. No caminho até as dunas você aprecia uma das paisagens mais lindas que já vi com biodiversidade.O por do sol é incrível, nas dunas possui guardas ambientais para monitorar as visitas, algo que me deixou contente por saber que estão cuidando e preservando o lugar mais lindo que já fui na vida! Recomendo a visita às Dunas. 
527;A vista das dunas é inacreditável. Ponto positivo também para os voluntários que ajudam na preservação do local. Tudo é muito organizado. A chegada até as dunas é linda e ponto obrigatório para fotos. Lá em cima só contempla as maravilhas da natureza. É demais.
528;Chegue cedo para subir com calma, tirar fotos com poucas pessoas de fundo e pegar um bom lugar para o ver o pôr do sol.
529;Necessário veículo 4x4. Fomos assistir o por do sol, saímos de Mateiros 15:40h. Realmente lindo ver as mudanças de cores da serra do Espírito Santo.
530;É realmente uma visão impressionante a visão das dunas, e quando se chega ao seu cume avistando a grande área em todo o horizonte visível e o pôr do sol é algo inimaginável de belo.
531;Com certeza as DUNAS DO JALAPÃO é o lugar mais emblemático de todo o parque! De todas as atrações, eu poderia dizer que aquela imperdivel são as DUNAS. Uma paisagem totalmente surpreendente e belissima, ainda mais ao por do sol!
532;Visita especialmente para apreciar o por do sol! Inicialmente acesso por carro, depois uma caminhada e subida na duna, mas tudo tranquilo. Posteriormente o aguardo do por do sol! É lindo!!!
533;tem que ir para ver o por do sol, a vista é linda. Tudo em tons alaranjados, maravilhoso. Lá tem um inseto chamado mutuca, tipo uma mosca, que tem uma picada doída, repelente não adianta muito, melhor ter uma canga para tentar espantá-los. 
534;Belas dunas com um belo por do sol e uma linda vista das montanhas do jalapão. Não achei indispensável porém valeu a pena
535;A vista do por do Sol impressiona. O acesso se torna um pouco difícil devido à subida das dunas. A areia é muito fofa, tornado a subida um pouco cansativa. Existem muitos borrachudos no local, o que exige o uso de repelente. Também é bastante indicado o uso de protetor solar
536;Se houver uma lista de lugares ideais para se ver um pôr do sol, as Dunas do Jalapão definitivamente estarão nela. A luz que incide sobre os montes de areia cria uma atmosfera única, que eleva o espírito.Somente faça o passeio com guia e em veículos 4x4.
537;Amei conhecer as Dunas, e o Jalapao, fui com a Encantos do Jalapao Tur, que nos trouxe para esse Paraiso, amei cada minuto, apesar do cansaço físico a beleza dos lugares, em especial as Dunas, que você fica encantado e não quer ir embora......pois a sensação é unica!.
538;Vale a pena conhecer as dunas, porém em fotos ela aparenta ser maior.O por do sol é bonito, a entrada gratuito.
539;As dunas do jalapão é um lugar estonteante para ver o por do sol que acontece por volta das 18h, então é uma atração com horário marcado para não perder o espetáculo. Acesso apenas de carro 4x4 e com motorista com experiencia (vimos vários carros 4x4 atolados no trajeto). Do estacionamento às dunas tem uma caminhada de quase 1km. Chegue cedo para caminhar despreocupado aproveitando antes de ver o por do sol e tirar muitas fotos. como dica posso dizer que caso você não tenha muito problema é melhor deixar os sapatos no carro e ir descalço para ficar mais livre e aproveitar as areias no pé. Leve repelente e se prepare para fazer xixi no mato caso necessite, não há banheiros no local, como dizem o jalapão é bruto, mas vale todo o esforço.
540;Fomos ver o por do sol nas Dunas e é maravilhoso. Precisa atravessar um pequeno riacho com agua na canela, entre o estacionamento e as dunas. Fiscalização ambiental presente e atuante.
541;Magnífico, as areias são douradas e o visual encantador, mas se não for com carro 4x4, esqueça, o areião da estrada é para aventureiros.
542;Lugar incrível, por-do-sol indescritível. Viver este momento foi único e inesquecível, vale a pena andar para chegar lá. 
543;Fui com a empresa Cerrado Dourado conhecer o Jalapão e amei assistir o pôr do sol nas Dunas. Momento inesquecível. Como dica, levem repelente, têm muitos mosquitos por lá.
544;Lugar mágico, com um pôr do sol de tirar o fôlego. Dunas de areia no meio do cerrado do Jalapão com formações rochosas e esculpidas com o vento ao fundo, fazem das dunas um dos cartões postais desse paraíso. Vale a pena cada momento. As fotos ficam lindas e douradas na hora de ouro antes do pôr do sol. 
545;Além da duna principal e do incrível visual e pôr do sol que se vê dali, vale a pena se perder e explorar a região mais ao fundo. Há outras dunas que foram diversão garantida para a criançada (e dos adultos também)
546;Um pôr do sol incrível e uma vista magnífica é o que te aguarda no  topo das dunas. A subida é um pouco cansativa, mas compensa muito!
547;O visual é muito legal. Tem um contraste entre as dunas, o rio, a vegetação de cerrado e a serra do Espírito Santo ao fundo.
548;Um paraíso no coração do tocantins.Linda contemplação do por do sol O caminho em si já é um atrativo dadas as paisagens
549;Com certeza, uma das partes mais bonitas e relaxantes do Jalapão, o lugar é encantador, leve. O contato com a natureza é revigorante e as paisagens são apaixonantes.
550;Local de difícil acesso, mas que vale cada dificuldade do caminho. O caminho em si já é um atrativo dadas as paisagens que encontramos. O local impressiona pela sua beleza e tamanho. O grande paredão de areia que surge inesperadamente em nossa frente já mostra o que está por vir. A vista do alto das dunas é uma das mais lindas que já vi.
551;Linda contemplação do por do sol, as adversidades do local torna ele um lugar incrivelmente mágico.......Amei Obrigada Deserto do Jalapão
552;Uma equipe fantástica proficionais da melhor qualidade pessoas do bem eu e minha mulher gostamos muito de passar estes 5 dias com vcs foi maravilhoso conhecer as maravilhas do Tocantins com a jalapa adventure ecotur melhores férias da minha vida muito obrigado 
553;Que pôr do sol maravilhoso! Sentar ali e contemplar esse lugar e esse momento no fim de um dia em que vc passa por lugares incríveis não tem preço...Pena q ainda não é um parque estruturado. Não há banheiro, por exemplo, e vc anda horas em uma estrada mt ruim pra chegar ali... portanto, vc chega como? Cheio de vontade de ir ao banheiro... Então ou vc paga 3 reais num bar na entrada do parque ou faz no mato. E o que é pior? Na trilha do lugar tem vários papéis higiênicos pelo mato...
554;A ida as Dunas ja começa com a beleza na estrada, serrado, montanhas! A vista de chegada às Dunas e sem explicação e ao subir as Dunas também indescritível, tem q estar lá para sentir a energia do lugar, e acompanhar o Por do sol tudo muito lindo! Natureza da um show à parte!
555;No dia em que fui não rolou pôr do sol, mas isso não me deixou triste, o local é bem bonito e lá de cima vemos até uma oásis, Aliás, para chegar até as dunas temos que passar por um riachinho de águas mornas, o que é bem relaxante na volta.
556;É surpreendente encontrar dunas no meio do cerrado.Assistir ao por do sol nesse lugar é um privilégio.
557;Um visual incrível. Dunas com areia alaranjada. O pôr do sol é muito bonito deste lugar. Caminhada leve e um vista privilegiada. Vale a pena conhecer.
558;Lugar Incrível, perfeito para apreciar o Pôr do Sol. O acesso e a subida é bem tranquilo e não é demorado.
559;As dunas são maravilhosas e, se tiver sorte de ser um dia limpo o por do sol é deslumbrante. Evite a área em dias de chuva com raios pois é o local com maior incidencia de raios do Brasil.
560;O local é lindo,  O nascer e o por sol encantadores. O nascer da lua então nem se fala.A paisagem é de encher os olhos , os fervedouros , as cachoeiras libertam A mente. O corpo fica cansado , mas na volta Vc descansa. A recepção e calorosa e a comida caseira.  O Marcelo nosso guia da Jalapao Selvagem nos deu todo apoio , conhece tudo , tivemos 6 dias maravilhosos de aventura e encantamento
561;Cheguei um pouco atrasada para ver o por do sol, mesmo assim peguei uma boa parte. Vale muito a pena, não deixe de ir se estiver no Jalapão, é o por do sol mais incrível que já vi.
562;Aproveita pra conhecer as dunas e ver o por do sol. A subida é tranquila e o visual incrível. Ao fundo é possível ver a Serra do Espírito Santo, de onde vem a areia das dunas.
563;A visão ao longe já dá mostras da beleza do lugar. Subir, andar lá por cima, ver as paisagens, o pôr do sol e ao descer ainda tomar um banho relaxante na água cristalina e fresca que tem por lá.
564;Aquele deserto encantador em meio ao cerrado tocantinense e aquela vista de tirar o fôlego. Um cartão postal que é impossível não visitar.  Aquela coloração de areia bem fininha e fria. Acredite, a areia bem fria num calor escaldante. É simplesmente indescritível. Um privilégio poder contemplar aquele pôr do sol.
565;De longe o pôr do sol mais bonito do roteiro. Linda paisagem. Fácil acesso. Considerando a extensão do local não há tumulto.
566;O acesso às dunas é show e o estar lá cima é mais show , senti-me no céu, fomos convidados uma ligeira meditação e eu consegui pela primeira vez me concentrar. Visitar o Jalapão, sem ir às dunas, o passeio não é completo
567;Deslumbrante. O tamanho e a cor das dunas impressiona. O lugar parece mágico. Tivemos a oportunidade de assistir ao pôr do sol e logo em seguida a lua surgiu. Um espetáculo inesquecível. 
568;Local lindo, com muita vegetação. Subida fácil para o alto das dunas. Lindas fotos. Por do Sol maravilhoso. Vista fantástica. 
569;Lugar incrível para fotos e admirar o pôr do sol! A areia tem um tom dourado que nunca vi antes! Maravilhoso! Ps: no local não é permitido drones. Um guia me falou que é para preservar as aves da região que podem se machucar. Outra coisa, tem um caminho específico para subir as dunas, contornando-a. Nada de subir o meio delas pois toma multa e tem um fiscal lá que cuida. O lugar é muito bem preservado é administrado pelo parque.
570;O acesso já encontra-se mais distante do estacionamento. A subida já é um pouco mais complicada para que não gosta de andar, principalmente por causa do calor!! Mas nada absurda!! Vale pelo visual !! 
571;As dunas são reflexo da deterioração da Serra do Espírito Santo e formam uma paisagem incrível. Cuidado para não permanecer em suas margens viradas para o rio, pois há o risco de assoreamento. Impagável!
572;Sensacional é a palavra!!!! Dunas lindas, uma imensidão, uma paz... as fotos falam por si só. Super recomendo ir la!!!!!
573;Fizemos o trajeto de 6KM com o 4x4 ligado pois é bem arenoso o solo... as Dunas são incríveis fui bem longe e tomei até um banho nas lagoas que criam no meio dela.
574;As Dunas do Jalapão é sem dúvidas uma parada obrigatória, a paisagem dos montes dourados iluminados pelo pôr do sol é estonteante, lugar para relaxar e curtir a vibe positiva, e também de tirar belas fotos! Inesquecível!
575;Estive no Jalapão neste carnaval e só tenho a agradecer a equipe Jalapa Adventure Ecotur. O serviço que vocês nos ofereceram nesta excursão foi maravilhoso. Excelente roteiro, pousadas, restaurantes, veículos e os melhores guias do Jalapão. Apesar do pouco tempo(4 dias) não deixamos de conhecer nada. Todo o roteiro muito bem planejado e executado, sem atropelos sem correrias desnecessárias, sem esperas, enfim, roteiro perfeito. Parabéns Cristiano e equipe.
576;As dunas são facilmente alcançáveis a pé , local de extrema beleza, a paisagem lembra um oásis no deserto contrastando com os paredões ao fundo, em fevereiro o clima está ótimo . 
577;Haja perna para escalar, mas quando se chega ao cume a vista é deslumbrante, o por do sol parece ter sido feito para você.
578;O local vale muito a visita! O pôr do sol por lá é espetacular! Vá de chinelo ou usando uma sandália. Vale ir descalço também, a temperatura da areia é bem agradável. Leve água, óculos escuros e protetor solar, você vai precisar. Tivemos a sorte de ainda presenciar um lindo arco-íris na tarde em que fomos.
579;Impressionante monumental formação das areias do Jalapão, lindíssima, ainda mais estonteante com o céu azulaço que se faz nas épocas de julho, época sem chuvas na região. Vc se impressionará com a beleza das formações, com dunas a perder de vista e no horizonte, a serra do Jalapão, algo deslumbrante.  Para chegar, é praticamente obrigatório ir em grupos de turismo, ou se possuir um veículo 4x4 bom, carros normais ficam nos atoleiros gigantescos da região. Toda a região é muito pouco povoada, a menor média por km quadrado do brasil, mas os poucos que encontramos, são muito hospitaleiros. Ah, vale dizer que do ponto que o carro ou o caminhão turístico para, a andada é curta, cerca de 10 minutos.  É um espetáculo natural imperdível. 
580;Meus amigos e eu fomos assistir o pôr do sol nas dunas. Precisamos entrar com guia credenciado e, ainda bem que um dos nossos era. Chegamos por volta das 17h, fizemos descalços a pequena trilha até lá e pegamos um bom lugar para sentar.Nesse tempo, enquanto uns ficaram sentados nas cangas que levamos, deu para andar pelas dunas, curtir a paisagem e fazer várias fotos legais. No final, algumas nuvens atrapalharam a nossa vista, mas mesmo assim valeu muito a pena ter ido lá.
581;Visual mais que especial!!! Achei perfeito a quantidade de fiscais e de grande importância, devido o ser humano não ter educação! Poderia ser cobrado um valor de entrada por cada turista para manter os fiscais voluntários.
582;As Dunas do Parque Estadual do Jalapão é o atrativo ideal para registrar a foto do pôr do sol, é sem dúvida um lugar encantador com contraste do verde do cerrado, azul do céu e o alaranjado das areias. Melhor Ecoturismo do Brasil
583;Chovia muito de Palmas pro Jalapao. Pensamos que não seria possível subir as dunas mas o tempo abriu pó meia hora. Por meia hora tivemos tanta beleza diante dos nossos olhos. Vale a pena esperar a chuva passar. Perfeito!!! 
584;O que dizer das Dunas??? Dunas no meio do cerrado? Siiimmm!!!! Cenário de incomparável beleza! Um lugar para admirar a Serra do Espírito Santo, o canto dos pássaros, a imensidão do cerrado e o por do sol!! Ir ao Jalapão e não visitar as Dunas é como não ir! 
585;Para chegas as lindas dunas alaranjadas,em formação no meio do Brasil fomos descalços tendo comocaminho um pequeno riacho.
586;"o trecho para chegar as Dunas do Jalapão já é uma aventura. fiquei feliz por ver um posto de controle na pequena estrada que dá acesso ao estacionamento dos veículos, porém há apenas uma pessoa para cuidar de todo fluxo. na base do acesso à duna principal (com o trecho de subida bem demarcado) também há uma \barraca\"" com inspetores, que monitoram para que as pessoas não fiquem nas bordas, provocando erosão e mantendo o local em sua essência natural. mas é triste ver que, o povo que chega a um lugar assim, encantador, não respeita as normas e a natureza. areia num tom laranja, visão privilegiada da serra/ chapada (que mais parece um tepui super comprido), bastante vegetação e um riacho maravilhoso que corre \""aos pés\"" da duna principal fazem desse lugar um dos tesouros que encontramos dentro do Parque Estadual do Jalapão. lembrando que como base para visitá-lo, você deverá pernoitar na pequena cidade de Mateiros."""
587;A coloração alaranjada das areias das Dunas do Jalapão é algo muito singular, o pisar descalço sobre elas também causa encantamento, são grossas. O entorno pode ser apreciado lá de cima: cerrado, alagadiços, morros e cânions em erosão... Recomendo também ver o pôr do sol!
588;Daqueles lugares singulares e encantadores que podemos encontrar no nosso país. Vale muito a visita!
589;Nunca visitei nada igual. O contraste da cor laranja das dunas com as chapadas e a vegetação ao  fundo torna a paisagem como algo único . Subi e esperei o por do sol . Compensou demais. 
590;Uma visita que não se pode perder ao pôr do sol. Montanhas de areia dão um charme ao local. Não é possível entrar com os carros 4x4 nas areias, o passeio é feito a pé, e não tem estrutura para quem tem algum problema físico.
591;Nunca esperei ver uma coisa dessas no Brasil!! É maravilhoso! Mas se espera lugar deserto de gente, desista. É um parque, sempre tem visitante. Só se chega de carro traçado. E é bem longe de Palmas.
592;Local de muita e única beleza. Grande preocupação em preservação. Cores fantásticas. Não aconselho para crianças pequenas. Para melhor apreciação, envolve bastante caminhada. 
593;Lugar paradisíaco. Esqueça todas as dunas praianas que você já viu. Nesta a areia é alaranjada. Tem um pequeno rio na sua base. Rende fotos belissímas. Não deixe de visitar. Não é permitido acampar no local muito menos utilizar drones para registro de imagens.
594;Bom como não conseguimos ver o pôr do sol devido às chuvas fiquei com uma sensação de que esperava mais.  Chegamos a ir por volta das 13 h e confesso que o sol estava tão quente lá em cima que cheguei a sentir mal e tive que sair do local.  Depois voltamos no fim da tarde na esperança de ver o pôr do sol mas estava chovendo.  Foi até interessante assistir as tempestades ao longe lá dá cima e mais agradável pois estava bem mais fresco.  É um lugar pra fazer bonitas fotos e legal pra caminhar nas dunas.  Não se cobra a entrada, é voluntária a contribuição. 
595;Vale demais a pena! Lugar lindo, bem rústico, parece pré-histórico!! Fomos no final da tarde para pegar o por-do-sol. As fotos ficaram lindas!
596;Mesmo que  vc já tenha visto muitas dumas na praia.. Nada vai comparar a estas aqui. A cor dela e laranja e a vista incrível e principalmente o pôr do sol. Se você for bem no fim do dia pode ser que tenha sorte de ver a lua nascer, que é tão linda quanto o pôr do sol. Importante ressaltar que tem horário de funcionamento e fecha as 18 horas.
597;Incrivel cenário. Vale a pena a visita e o por do sol é expetacular com céu de muitas cores. Espere muitos turistas ja que é um dos locais mais visitados mas é tão amplo que isso passa despercebido.
598;As dunas são um lugar incrível para recarregar energias. O contato com a areia, a paisagem em transformação constante, o contraste das cores. Não ficamos até o por do sol mais valeu a experiência. Para acessar recomendo ir de guia que explica as regras do local e também t carros adequados para chegar ao local. Muita areia no trajeto. 
599;Uma das atrações imperdíveis do Jalapão. A paisagem natural é belíssima, com as dunas de cor alaranjada contrastando com a paisagem do Jalapão. O acesso é tranquilo, sem grandes percalços. Vá com a câmera fotográfica preparada, pois vai tirar muitas fotos. 
600;As dunas são, juntamente com os fervedouros, as principais e mais distintas atrações da região do Jalapão. A cor alaranjada é um diferencial único das dunas. 
601;São incríveis as dunas do Jalapão.A areia é de  vermelho que nunca vi em nenhuma outra duna que visitei.A natureza em volta compõe um cenário de filme.
602;A areia vermelha no meio do Cerrado é um espetáculo há parte. Já na entrada temos uma visão privilegiada ao subir podemos contemplar todo o entorno e apreciar também o por do sol.
603;Minha atração preferida do Jalapão. Sensacional de lindo! Da para subir de boa, e tirar fotos maravilhosas do pôr do sol. Lugar perfeito, e como não estava mto quente no dia que fomos, foi melhor ainda. Fomos com a Aventura Eco, passeio de 4 dias (Jalapão 360º) e fou tudo perfeito.Tem que respeitar as regras do lugar, senão leva uma multa de 2 mil reais. Para contemplar.  Não deixem de ir...com guias, claro.
604;Pense num lugar fantastico! Coisa de novela mesmo, super lindo, dá vontade ficar lá o dia todo. Infelizmente choveu quando fui e tive pouco tempo, pois é perigoso ficar lá em cima por conta dos raios. Vá cedo, pois dependendo da época chove todo dia a tarde. Vale muito a visita.
